wf			M			R			g			P									T_surf				T_eff			Z_atmo
1.000000	0.009400	0.253300	0.146333	24818431.43991752713918685913	     2853.546089	  683.426435	   -0.408593
1.000000	0.013300	0.283100	0.165752	31842208.84419387951493263245	     2900.457009	  729.597435	   -0.510057
1.000000	0.018800	0.316700	0.187218	40624013.42072451859712600708	     2952.732888	  770.109543	   -0.668312
1.000000	0.026300	0.353300	0.210453	51332962.55373802781105041504	     3008.799636	  804.877370	   -0.939373
1.000000	0.036300	0.392600	0.235230	64131507.83232397586107254028	     3067.350329	  834.486982	   -1.505489
1.000000	0.050200	0.436000	0.263765	80634492.92033466696739196777	     3132.768121	  861.855142	   -3.674390
1.000000	0.066800	0.477800	0.292261	98998297.33512869477272033691	     3195.753093	  884.152896	   14.541477
1.000000	0.088300	0.521400	0.324418	121982261.79696127772331237793	     3263.982165	  905.148548	    2.483959
1.000000	0.115100	0.565900	0.358990	149365828.95667660236358642578	     3334.056852	  924.339738	    1.382616
1.000000	0.145300	0.606400	0.394669	180531853.10022932291030883789	     3402.997505	  941.655869	    0.985650
1.000000	0.188200	0.654200	0.439223	223592103.13252961635589599609	     3484.599903	  960.936291	    0.742170
1.000000	0.246700	0.708300	0.491157	279594557.78042143583297729492	     3573.976053	  981.337965	    0.586511
1.000000	0.325200	0.768200	0.550412	351126206.50582808256149291992	     3669.167567	 1003.009816	    0.480719
1.000000	0.428900	0.833200	0.617083	441341157.14059364795684814453	     3768.619370	 1026.272576	    0.405298
1.000000	0.564300	0.903100	0.691074	553523563.33293855190277099609	     3870.667392	 1051.396314	    0.349486
1.000000	0.739300	0.977200	0.773285	693053819.24667108058929443359	     3975.109263	 1078.949403	    0.306645
1.000000	0.963400	1.055200	0.864218	865632464.52204442024230957031	     4081.128280	 1109.301805	    0.272905
1.000000	1.247900	1.136800	0.964490	1078158700.02921819686889648438	     4188.054037	 1142.803108	    0.245758
1.000000	1.606100	1.221400	1.075333	1340210090.77336168289184570312	     4295.774588	 1179.947494	    0.223456
1.000000	2.054100	1.308900	1.197553	1662174733.27916073799133300781	     4403.618850	 1221.030426	    0.204872
1.000000	2.610500	1.398700	1.332787	2058773064.10285234451293945312	     4511.522867	 1266.567653	    0.189137
1.000000	3.297300	1.490600	1.482253	2546430571.14388084411621093750	     4618.883547	 1316.872631	    0.175673
1.000000	4.140400	1.584400	1.647399	3145463477.34387540817260742188	     4725.159121	 1372.264804	    0.164034
1.000000	5.170200	1.679700	1.830332	3882819300.86791038513183593750	     4830.060440	 1433.201998	    0.153857
1.000000	6.422000	1.776300	2.032936	4789991262.58746814727783203125	     4932.958363	 1499.963995	    0.144881
1.000000	7.937600	1.873900	2.257784	5908158755.70012950897216796875	     5033.400012	 1572.932910	    0.136879
1.000000	9.765600	1.972500	2.506981	7284323043.94503974914550781250	     5130.546013	 1652.183335	    0.129689
1.000000	11.962800	2.071800	2.783705	8981187249.51194000244140625000	     5223.845783	 1737.946031	    0.123156
1.000000	14.595700	2.171600	3.091372	11076177493.82158279418945312500	     5312.607855	 1830.281043	    0.117150
1.000000	17.741900	2.271900	3.433269	13661638519.64185905456542968750	     5395.949724	 1928.923631	    0.111572
1.000000	21.458900	2.371600	3.810752	16830946019.81657409667968750000	     5472.570702	 2032.773232	    0.106360
1.000000	25.689900	2.466500	4.217803	20618626436.80993270874023437500	     5540.337359	 2138.646302	    0.101535
1.000000	30.505100	2.556400	4.662307	25193531705.33244705200195312500	     5599.929157	 2246.928190	    0.096945
1.000000	35.997200	2.642000	5.150972	30751448037.47182846069335937500	     5651.276976	 2357.138315	    0.092490
1.000000	42.265500	2.723700	5.690541	37531361626.08490753173828125000	     5693.986942	 2468.223319	    0.088099
1.000000	49.416400	2.801600	6.288469	45832872255.10427093505859375000	     5727.496014	 2578.642624	    0.083713
1.000000	57.563700	2.875900	6.951639	56009495526.58132171630859375000	     5751.079190	 2686.097385	    0.079293
1.000000	66.828500	2.946700	7.687337	68491884573.55914306640625000000	     5764.014203	 2787.760023	    0.074813
1.000000	77.339000	3.013800	8.504637	83829866088.46119689941406250000	     5765.619800	 2880.457550	    0.070247
1.000000	89.231400	3.077400	9.411002	102650010471.95936584472656250000	     5755.269343	 2960.334524	    0.065595
1.000000	102.651300	3.137200	10.417563	125782280399.82562255859375000000	     5732.410599	 3023.527542	    0.060853
1.000000	117.756200	3.193300	11.534278	154194208857.38943481445312500000	     5696.614746	 3065.853161	    0.056036
1.000000	134.718900	3.245500	12.774720	189142874210.11853027343750000000	     5647.486921	 3083.300575	    0.051163
1.000000	153.732900	3.294100	14.150746	232084376365.69186401367187500000	     5584.859652	 3072.119058	    0.046275
1.000000	175.017800	3.338900	15.680556	284977238809.85321044921875000000	     5508.471268	 3029.142497	    0.041406
1.000000	198.826200	3.380100	17.382034	350177639105.22521972656250000000	     5418.260452	 2952.045245	    0.036607
1.000000	225.450100	3.417900	19.276039	430648400112.44732666015625000000	     5314.249516	 2839.680626	    0.031934
1.000000	255.228000	3.452400	21.388099	530190064261.36126708984375000000	     5196.471617	 2692.242876	    0.027443
1.000000	288.549200	3.484000	23.743769	653411156964.88220214843750000000	     5065.262465	 2511.856299	    0.023199
1.000000	325.857000	3.512800	26.375839	806305821332.80114746093750000000	     4920.897384	 2302.255690	    0.019255
1.000000	367.649700	3.539000	29.319676	996335404826.63916015625000000000	     4763.891563	 2069.155284	    0.015662
1.000000	414.477300	3.562900	32.612160	1232668646616.35351562500000000000	     4595.081213	 1820.180778	    0.012463
